symbol,status,parquet,reasons
NZDUSD,FAIL,raw/FX_parquet/NZDUSD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDZAR,FAIL,raw/FX_parquet/NZDZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
OEX,FAIL,raw/Indices_parquet/OEX_full_1hour.parquet,avg_net_trade_return too low: 9.734238858056955e-05 < 0.00015
RLS,MISSING_PARQUET,,
RUA,FAIL,raw/Indices_parquet/RUA_full_1hour.parquet,sharpe too low: 0.38772492184256296 < 0.9;sortino too low: 0.30328929337707805 < 1.1;profit_factor too low: 1.029858257669571 < 1.12;net_to_gross too low: 0.23632737935933446 < 0.6;avg_net_trade_return too low: 1.2056937232450448e-05 < 0.00015;cost_stress_failed sharpe=-0.860680076862705
RUI,FAIL,raw/Indices_parquet/RUI_full_1hour.parquet,avg_net_trade_return too low: 9.112072070239743e-05 < 0.00015
RUT,FAIL,raw/Indices_parquet/RUT_full_1hour.parquet,sharpe too low: 0.08635484433182446 < 0.9;sortino too low: 0.06363365723361035 < 1.1;profit_factor too low: 1.0064501838387858 < 1.12;net_to_gross too low: 0.025806847641418117 < 0.6;avg_net_trade_return too low: 2.1919486890279225e-06 < 0.00015;turnover_per_day too high: 1.5193281383731134 > 0.6;cost_stress_failed sharpe=-3.1455883940471527
RXM,FAIL,raw/Indices_parquet/RXM_full_1hour.parquet,sharpe too low: -3.0576810538885435 < 0.9;sortino too low: -1.9648542673425475 < 1.1;profit_factor too low: 0.7814777014407177 < 1.12;avg_net_trade_return too low: -0.00012825990735062146 < 0.00015;turnover_per_day too high: 3.0602053860007796 > 0.6;cost_stress_failed sharpe=-5.855878052679621
SET,FAIL,raw/Indices_parquet/SET_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.2896739146062983 > 2.5;sortino too low: 0.8696742727619375 < 0.9
SGX,FAIL,raw/Indices_parquet/SGX_full_1hour.parquet,net_to_gross too low: 0.5848625669101686 < 0.6;avg_net_trade_return too low: 8.03956142214054e-05 < 0.00015;turnover_per_day too high: 1.0140607685919776 > 0.6
SKEW,FAIL,raw/Indices_parquet/SKEW_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.413774377737549 > 2.5
SMILE,FAIL,raw/Indices_parquet/SMILE_full_1hour.parquet,sharpe too low: -0.05628791624801421 < 0.9;sortino too low: -0.05209276712698506 < 1.1;profit_factor too low: 0.9956386025743936 < 1.12;net_to_gross too low: -0.01233082120284566 < 0.6;avg_net_trade_return too low: -1.9759981898528083e-06 < 0.00015;turnover_per_day too high: 4.082208207884314 > 0.6;cost_stress_failed sharpe=-4.468478966902619
SMLG,FAIL,raw/Indices_parquet/SMLG_full_1hour.parquet,sharpe too low: 0.3804715677404909 < 0.9;sortino too low: 0.2543013806024744 < 1.1;profit_factor too low: 1.033047366663289 < 1.12;net_to_gross too low: 0.15167931687772765 < 0.6;avg_net_trade_return too low: 1.3546100517577647e-05 < 0.00015;turnover_per_day too high: 1.4455729127733192 > 0.6;cost_stress_failed sharpe=-1.7428542262571576
SP500LVOL,FAIL,raw/Indices_parquet/SP500LVOL_full_1hour.parquet,net_to_gross too low: 0.32211718853549093 < 0.6;avg_net_trade_return too low: 6.538827199593952e-05 < 0.00015;turnover_per_day too high: 3.6580581103759573 > 0.6;cost_stress_failed sharpe=-2.557824799678881
SP600,FAIL,raw/Indices_parquet/SP600_full_1hour.parquet,avg_net_trade_return too low: 8.90966596382021e-05 < 0.00015;turnover_per_day too high: 0.8395810364303538 > 0.6
SPEN,FAIL,raw/Indices_parquet/SPEN_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.975718184957953 > 2.5;sharpe too low: 0.25062184528753023 < 0.9;sortino too low: 0.21483032592810403 < 1.1;profit_factor too low: 1.0991247576865093 < 1.12;net_to_gross too low: 0.37680880469923117 < 0.6;cost_stress_failed sharpe=-0.16328615049280581
SPMPG,FAIL,raw/Indices_parquet/SPMPG_full_1hour.parquet,sharpe too low: -0.32571046678985793 < 0.9;sortino too low: -0.18360012452388524 < 1.1;profit_factor too low: 0.970204372186233 < 1.12;net_to_gross too low: -0.2146857604562094 < 0.6;avg_net_trade_return too low: -1.2835059237929064e-05 < 0.00015;turnover_per_day too high: 1.490042854620598 > 0.6;cost_stress_failed sharpe=-2.1512450558570024
SPMPV,FAIL,raw/Indices_parquet/SPMPV_full_1hour.parquet,sharpe too low: -2.4339260203337387 < 0.9;sortino too low: -2.0326728588623104 < 1.1;profit_factor too low: 0.8249067817405948 < 1.12;net_to_gross too low: -1.625346722478024 < 0.6;avg_net_trade_return too low: -6.167987578727613e-05 < 0.00015;turnover_per_day too high: 2.301872909796975 > 0.6;cost_stress_failed sharpe=-6.266922757699645
SPRI,FAIL,raw/Indices_parquet/SPRI_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.2412010920853715 > 2.5;sharpe too low: -0.13156012811410284 < 0.7;sortino too low: -0.10507574114812444 < 0.9;profit_factor too low: 0.9448870032597056 < 1.1;net_to_gross too low: -0.23355930693108742 < 0.6;avg_net_trade_return too low: -7.725577731231315e-05 < 0.0003;turnover_per_day too high: 0.45067207173886153 > 0.2;cost_stress_failed sharpe=-0.8201580908511102
SPRO,FAIL,raw/Indices_parquet/SPRO_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.026974266866103 > 2.5;sharpe too low: 0.685222309509535 < 0.9;sortino too low: 0.5510875506016385 < 1.1;cost_stress_failed sharpe=0.4437630062177898
SPSPG,FAIL,raw/Indices_parquet/SPSPG_full_1hour.parquet,sharpe too low: 0.39597540865977704 < 0.9;sortino too low: 0.28384161689921666 < 1.1;profit_factor too low: 1.0335061418459166 < 1.12;net_to_gross too low: 0.13926127446692332 < 0.6;avg_net_trade_return too low: 1.2095079650343e-05 < 0.00015;turnover_per_day too high: 1.5790855783647384 > 0.6;cost_stress_failed sharpe=-2.0313639596184596
SPSV,FAIL,raw/Indices_parquet/SPSV_full_1hour.parquet,avg_net_trade_return too low: 0.00013819201748565464 < 0.00015;turnover_per_day too high: 1.5754017467865622 > 0.6
SPTMI,FAIL,raw/Indices_parquet/SPTMI_full_1hour.parquet,sharpe too low: -0.6748753449352677 < 0.9;sortino too low: -0.5569587806148901 < 1.1;profit_factor too low: 0.9481315105141915 < 1.12;net_to_gross too low: -0.2083673116137674 < 0.6;avg_net_trade_return too low: -1.9408299510079513e-05 < 0.00015;turnover_per_day too high: 2.749880629946321 > 0.6;cost_stress_failed sharpe=-4.536260718946133
SPX,FAIL,raw/Indices_parquet/SPX_full_1hour.parquet,net_to_gross too low: 0.5762144549500243 < 0.6;avg_net_trade_return too low: 5.8725236929653235e-05 < 0.00015;turnover_per_day too high: 0.6100763181437976 > 0.6;cost_stress_failed sharpe=0.4965043974968102
SPXPG,FAIL,raw/Indices_parquet/SPXPG_full_1hour.parquet,sharpe too low: 0.3859865458520795 < 0.9;sortino too low: 0.3254970693555178 < 1.1;profit_factor too low: 1.0319602340556684 < 1.12;net_to_gross too low: 0.1741232885445099 < 0.6;avg_net_trade_return too low: 1.1868898356634863e-05 < 0.00015;turnover_per_day too high: 0.9427089577689525 > 0.6;cost_stress_failed sharpe=-1.4342369042117256
UKX,FAIL,raw/Indices_parquet/UKX_full_1hour.parquet,net_to_gross too low: 0.33034365365454327 < 0.6;avg_net_trade_return too low: 5.818136486375054e-05 < 0.00015;turnover_per_day too high: 2.8157729734784875 > 0.6;cost_stress_failed sharpe=-2.3260677441602637
USDBRL,FAIL,raw/FX_parquet/USDBRL_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCAD,FAIL,raw/FX_parquet/USDCAD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCHF,FAIL,raw/FX_parquet/USDCHF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCNH,FAIL,raw/FX_parquet/USDCNH_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDDKK,MISSING_PARQUET,,
USDHKD,FAIL,raw/FX_parquet/USDHKD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDHUF,FAIL,raw/FX_parquet/USDHUF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDILS,FAIL,raw/FX_parquet/USDILS_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDINR,FAIL,raw/FX_parquet/USDINR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDJPY,FAIL,raw/FX_parquet/USDJPY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDMXN,FAIL,raw/FX_parquet/USDMXN_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDOLLAR,MISSING_PARQUET,,
USDSGD,FAIL,raw/FX_parquet/USDSGD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDTHB,FAIL,raw/FX_parquet/USDTHB_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDTRY,FAIL,raw/FX_parquet/USDTRY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDZAR,FAIL,raw/FX_parquet/USDZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
UTIL,FAIL,raw/Indices_parquet/UTIL_full_1hour.parquet,avg_net_trade_return too low: 6.787070123033148e-05 < 0.00015
UTY,FAIL,raw/Indices_parquet/UTY_full_1hour.parquet,net_to_gross too low: 0.5182271597799822 < 0.6;avg_net_trade_return too low: 6.794589404533496e-05 < 0.00015;turnover_per_day too high: 1.0777285230963198 > 0.6;cost_stress_failed sharpe=0.1582283335516958
VXTH,FAIL,raw/Indices_parquet/VXTH_full_1hour.parquet,sharpe too low: -1.899185511678861 < 0.9;sortino too low: -1.1737517410461809 < 1.1;profit_factor too low: 0.8229680693546787 < 1.12;net_to_gross too low: -6.595982710504051 < 0.6;avg_net_trade_return too low: -8.55471116538108e-05 < 0.00015;turnover_per_day too high: 2.034882634695873 > 0.6;cost_stress_failed sharpe=-4.0429172410927885
W5000,FAIL,raw/Indices_parquet/W5000_full_1hour.parquet,net_to_gross too low: 0.4028081148493838 < 0.6;avg_net_trade_return too low: 6.997380461757419e-05 < 0.00015;turnover_per_day too high: 2.4411332188384005 > 0.6;cost_stress_failed sharpe=-1.031810828055206
WPUT,FAIL,raw/Indices_parquet/WPUT_full_1hour.parquet,sharpe too low: 0.8731393598806002 < 0.9;sortino too low: 0.6924533109716555 < 1.1;profit_factor too low: 1.0790244866768308 < 1.12;net_to_gross too low: 0.1918673366113445 < 0.6;avg_net_trade_return too low: 3.788413870165858e-05 < 0.00015;turnover_per_day too high: 3.93726109969546 > 0.6;cost_stress_failed sharpe=-2.7166698339110447
XAX,FAIL,raw/Indices_parquet/XAX_full_1hour.parquet,sharpe too low: -0.5553265319812858 < 0.9;sortino too low: -0.3937145017342062 < 1.1;profit_factor too low: 0.9520239850863366 < 1.12;net_to_gross too low: -0.27198124667261414 < 0.6;avg_net_trade_return too low: -2.074216784531921e-05 < 0.00015;turnover_per_day too high: 2.1652251877585753 > 0.6;cost_stress_failed sharpe=-3.1210906051010814
XDA,FAIL,raw/Indices_parquet/XDA_full_1hour.parquet,sharpe too low: -1.45470858318062 < 0.9;sortino too low: -0.8558596165810894 < 1.1;profit_factor too low: 0.8774798405444311 < 1.12;net_to_gross too low: -5.881028064397031 < 0.6;avg_net_trade_return too low: -4.581973219305146e-05 < 0.00015;turnover_per_day too high: 0.8849912629808467 > 0.6;cost_stress_failed sharpe=-3.122830829386149
XDB,FAIL,raw/Indices_parquet/XDB_full_1hour.parquet,sharpe too low: -1.97746134309805 < 0.9;sortino too low: -1.1588381654020223 < 1.1;profit_factor too low: 0.8055869959234205 < 1.12;avg_net_trade_return too low: -8.760111517057577e-05 < 0.00015;turnover_per_day too high: 1.9244632728203064 > 0.6;cost_stress_failed sharpe=-3.90833650072856
XEO,FAIL,raw/Indices_parquet/XEO_full_1hour.parquet,avg_net_trade_return too low: 0.00013489849666344263 < 0.00015;turnover_per_day too high: 0.6500099963765888 > 0.6
XMI,FAIL,raw/Indices_parquet/XMI_full_1hour.parquet,sortino too low: 0.9191720781624112 < 1.1;profit_factor too low: 1.1092280501566893 < 1.12;net_to_gross too low: 0.3667162331549811 < 0.6;avg_net_trade_return too low: 3.794224613560006e-05 < 0.00015;turnover_per_day too high: 1.1120311867290469 > 0.6;cost_stress_failed sharpe=-0.866362993801512
XNDX,FAIL,raw/Indices_parquet/XNDX_full_1hour.parquet,sharpe too low: -0.30153920063844303 < 0.9;sortino too low: -0.28950010746717275 < 1.1;profit_factor too low: 0.9739757409657738 < 1.12;net_to_gross too low: -0.05465203292742222 < 0.6;avg_net_trade_return too low: -7.746197741603113e-06 < 0.00015;turnover_per_day too high: 3.9517702053249604 > 0.6;cost_stress_failed sharpe=-5.996085731951796
XSP,FAIL,raw/Indices_parquet/XSP_full_1hour.parquet,sharpe too low: 0.8307250159766404 < 0.9;sortino too low: 0.6711774546581049 < 1.1;profit_factor too low: 1.0637526728649638 < 1.12;net_to_gross too low: 0.3174351016496458 < 0.6;avg_net_trade_return too low: 2.6001972169724033e-05 < 0.00015;turnover_per_day too high: 0.9407988962472922 > 0.6;subwindow_stability_failed pass_count=0;cost_stress_failed sharpe=-0.9505972558014603
XSR,FAIL,raw/Indices_parquet/XSR_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.667536079878202 > 2.5;sortino too low: 0.5926162280906915 < 0.9
