symbol,status,parquet,reasons
DJCICC,FAIL,raw/Indices_parquet/DJCICC_full_1hour.parquet,turnover_per_day too high: 1.5178977725303908 > 1.0
DJCIGC,FAIL,raw/Indices_parquet/DJCIGC_full_1hour.parquet,net_to_gross too low: 0.4077598415524024 < 0.6;avg_net_trade_return too low: 5.7320253768802176e-05 < 8e-05;turnover_per_day too high: 4.58266079083631 > 1.0;cost_stress_failed sharpe=-0.6251696259121978
DJCIGR,FAIL,raw/Indices_parquet/DJCIGR_full_1hour.parquet,turnover_per_day too high: 4.312909075942271 > 1.0
DJCIKC,FAIL,raw/Indices_parquet/DJCIKC_full_1hour.parquet,turnover_per_day too high: 1.5915114656323217 > 1.0
DJCISB,FAIL,raw/Indices_parquet/DJCISB_full_1hour.parquet,turnover_per_day too high: 1.3877324217087361 > 1.0
DJCISI,FAIL,raw/Indices_parquet/DJCISI_full_1hour.parquet,sharpe too low: -1.6006355486927537 < 0.7;sortino too low: -1.3444646121293908 < 1.0;profit_factor too low: 0.882967375452592 < 1.1;net_to_gross too low: -1.540688842550198 < 0.6;avg_net_trade_return too low: -4.5493124404842974e-05 < 8e-05;turnover_per_day too high: 3.853445056633121 > 1.0;cost_stress_failed sharpe=-4.195817922791378
DJI,FAIL,raw/Indices_parquet/DJI_full_1hour.parquet,sortino too low: 0.9981855973210079 < 1.0;avg_net_trade_return too low: 4.396082137646018e-05 < 8e-05;cost_stress_failed sharpe=0.4864967137984724
DJR,PASS,raw/Indices_parquet/DJR_full_1hour.parquet,
DJX,FAIL,raw/Indices_parquet/DJX_full_1hour.parquet,sharpe too low: 0.648757214148736 < 0.7;sortino too low: 0.44220246229982674 < 1.0;profit_factor too low: 1.054685916881142 < 1.1;net_to_gross too low: 0.45414678496732097 < 0.6;avg_net_trade_return too low: 2.1563064928654118e-05 < 8e-05;cost_stress_failed sharpe=-0.13085541980967966
DRG,FAIL,raw/Indices_parquet/DRG_full_1hour.parquet,turnover_per_day too high: 1.4759230058582506 > 1.0
DUX,PASS,raw/Indices_parquet/DUX_full_1hour.parquet,
DWCF,FAIL,raw/Indices_parquet/DWCF_full_1hour.parquet,turnover_per_day too high: 3.144256092942696 > 1.0
DWLG,FAIL,raw/Indices_parquet/DWLG_full_1hour.parquet,turnover_per_day too high: 1.8957703113475732 > 1.0
DXL,FAIL,raw/Indices_parquet/DXL_full_1hour.parquet,avg_net_trade_return too low: 4.558861618925134e-05 < 8e-05
DXY,FAIL,raw/Indices_parquet/DXY_full_1hour.parquet,sharpe too low: -0.5284837844308364 < 0.7;sortino too low: -0.4054809511868171 < 1.0;profit_factor too low: 0.9529638420785449 < 1.1;net_to_gross too low: -0.2753361587304415 < 0.6;avg_net_trade_return too low: -2.0936833747827086e-05 < 8e-05;turnover_per_day too high: 5.187416123714239 > 1.0;cost_stress_failed sharpe=-2.9574613327212202
EURAUD,FAIL,raw/FX_parquet/EURAUD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURBRL,FAIL,raw/FX_parquet/EURBRL_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURCAD,FAIL,raw/FX_parquet/EURCAD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURCHF,FAIL,raw/FX_parquet/EURCHF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURCNH,FAIL,raw/FX_parquet/EURCNH_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURGBP,FAIL,raw/FX_parquet/EURGBP_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURHUF,FAIL,raw/FX_parquet/EURHUF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURILS,FAIL,raw/FX_parquet/EURILS_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURINR,FAIL,raw/FX_parquet/EURINR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURJPY,FAIL,raw/FX_parquet/EURJPY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURMXN,FAIL,raw/FX_parquet/EURMXN_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURNZD,FAIL,raw/FX_parquet/EURNZD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURSGD,FAIL,raw/FX_parquet/EURSGD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURTHB,FAIL,raw/FX_parquet/EURTHB_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURTRY,FAIL,raw/FX_parquet/EURTRY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURUSD,FAIL,raw/FX_parquet/EURUSD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
EURZAR,FAIL,raw/FX_parquet/EURZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPAUD,FAIL,raw/FX_parquet/GBPAUD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPBRL,FAIL,raw/FX_parquet/GBPBRL_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPCHF,FAIL,raw/FX_parquet/GBPCHF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPCNH,FAIL,raw/FX_parquet/GBPCNH_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPHUF,FAIL,raw/FX_parquet/GBPHUF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPILS,FAIL,raw/FX_parquet/GBPILS_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPINR,FAIL,raw/FX_parquet/GBPINR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPJPY,FAIL,raw/FX_parquet/GBPJPY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPMXN,FAIL,raw/FX_parquet/GBPMXN_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPSGD,FAIL,raw/FX_parquet/GBPSGD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPTHB,FAIL,raw/FX_parquet/GBPTHB_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPTRY,FAIL,raw/FX_parquet/GBPTRY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPUSD,FAIL,raw/FX_parquet/GBPUSD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
GBPZAR,FAIL,raw/FX_parquet/GBPZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
MID,PASS,raw/Indices_parquet/MID_full_1hour.parquet,
MIDG,FAIL,raw/Indices_parquet/MIDG_full_1hour.parquet,net_to_gross too low: 0.5845691913316221 < 0.6;avg_net_trade_return too low: 7.169770823748747e-05 < 8e-05;turnover_per_day too high: 2.403342123607668 > 1.0
MIDV,FAIL,raw/Indices_parquet/MIDV_full_1hour.parquet,sortino too low: 0.741343974554776 < 1.0;profit_factor too low: 1.098761111216345 < 1.1;net_to_gross too low: 0.4814063443604371 < 0.6;avg_net_trade_return too low: 3.903075616726396e-05 < 8e-05;turnover_per_day too high: 1.71056448900544 > 1.0;cost_stress_failed sharpe=-0.07928997957922414
MRUT,FAIL,raw/Indices_parquet/MRUT_full_1hour.parquet,turnover_per_day too high: 1.3314194966965291 > 1.0
NQX,FAIL,raw/Indices_parquet/NQX_full_1hour.parquet,sharpe too low: -0.9186156776403008 < 0.7;sortino too low: -0.5741039163969528 < 1.0;profit_factor too low: 0.9163581504471362 < 1.1;net_to_gross too low: -10.953018710791449 < 0.6;avg_net_trade_return too low: -3.6195704340090885e-05 < 8e-05;turnover_per_day too high: 1.7403807917001755 > 1.0;cost_stress_failed sharpe=-1.921386673774174
NYA,PASS,raw/Indices_parquet/NYA_full_1hour.parquet,
NYFANG,FAIL,raw/Indices_parquet/NYFANG_full_1hour.parquet,avg_net_trade_return too low: 6.550605716242176e-05 < 8e-05;turnover_per_day too high: 1.6100997992033685 > 1.0
NZDBRL,FAIL,raw/FX_parquet/NZDBRL_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDCAD,FAIL,raw/FX_parquet/NZDCAD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDCHF,FAIL,raw/FX_parquet/NZDCHF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDCNH,FAIL,raw/FX_parquet/NZDCNH_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDHUF,FAIL,raw/FX_parquet/NZDHUF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDINR,FAIL,raw/FX_parquet/NZDINR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDJPY,FAIL,raw/FX_parquet/NZDJPY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDMXN,FAIL,raw/FX_parquet/NZDMXN_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDSGD,FAIL,raw/FX_parquet/NZDSGD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDTHB,FAIL,raw/FX_parquet/NZDTHB_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDTRY,FAIL,raw/FX_parquet/NZDTRY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDUSD,FAIL,raw/FX_parquet/NZDUSD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
NZDZAR,FAIL,raw/FX_parquet/NZDZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
OEX,PASS,raw/Indices_parquet/OEX_full_1hour.parquet,
RLS,MISSING_PARQUET,,
RUA,FAIL,raw/Indices_parquet/RUA_full_1hour.parquet,sortino too low: 0.7790276798495732 < 1.0;profit_factor too low: 1.0816496389705827 < 1.1;avg_net_trade_return too low: 3.1537441095706625e-05 < 8e-05;cost_stress_failed sharpe=0.38772492184256296
RUI,PASS,raw/Indices_parquet/RUI_full_1hour.parquet,
RUT,FAIL,raw/Indices_parquet/RUT_full_1hour.parquet,net_to_gross too low: 0.5129034238207091 < 0.6;avg_net_trade_return too low: 4.3564328470610396e-05 < 8e-05;turnover_per_day too high: 1.5193281383731134 > 1.0;cost_stress_failed sharpe=0.08635484433182446
RXM,FAIL,raw/Indices_parquet/RXM_full_1hour.parquet,sharpe too low: -0.5602479120428844 < 0.7;sortino too low: -0.3916024776549952 < 1.0;profit_factor too low: 0.9549151197563143 < 1.1;net_to_gross too low: -0.2725498056766162 < 0.6;avg_net_trade_return too low: -1.9164927576863085e-05 < 8e-05;turnover_per_day too high: 5.005196108413802 > 1.0;cost_stress_failed sharpe=-3.1586292343838203
SET,FAIL,raw/Indices_parquet/SET_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.273640120425331 > 2.5
SGX,FAIL,raw/Indices_parquet/SGX_full_1hour.parquet,turnover_per_day too high: 1.0140607685919776 > 1.0
SKEW,FAIL,raw/Indices_parquet/SKEW_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.4070617800765928 > 2.5
SMILE,FAIL,raw/Indices_parquet/SMILE_full_1hour.parquet,net_to_gross too low: 0.4938345893985771 < 0.6;avg_net_trade_return too low: 7.913635585869156e-05 < 8e-05;turnover_per_day too high: 4.082208207884314 > 1.0;cost_stress_failed sharpe=-0.05628791624801421
SMLG,FAIL,raw/Indices_parquet/SMLG_full_1hour.parquet,net_to_gross too low: 0.5077937202375983 < 0.6;avg_net_trade_return too low: 6.162943686934338e-05 < 8e-05;turnover_per_day too high: 2.743446742507856 > 1.0;cost_stress_failed sharpe=0.05827235765218737
SP500LVOL,FAIL,raw/Indices_parquet/SP500LVOL_full_1hour.parquet,turnover_per_day too high: 3.6580581103759573 > 1.0
SP600,PASS,raw/Indices_parquet/SP600_full_1hour.parquet,
SPEN,FAIL,raw/Indices_parquet/SPEN_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 3.954813803330851 > 2.5;sharpe too low: 0.4580109449911597 < 0.7;sortino too low: 0.3863285156995191 < 1.0;cost_stress_failed sharpe=0.25062184528753023
SPMPG,FAIL,raw/Indices_parquet/SPMPG_full_1hour.parquet,sharpe too low: 0.5971925843940814 < 0.7;sortino too low: 0.33197971929614284 < 1.0;profit_factor too low: 1.058450789336828 < 1.1;net_to_gross too low: 0.3926571197718952 < 0.6;avg_net_trade_return too low: 2.3475135853245714e-05 < 8e-05;turnover_per_day too high: 1.490042854620598 > 1.0;cost_stress_failed sharpe=-0.32571046678985793
SPMPV,FAIL,raw/Indices_parquet/SPMPV_full_1hour.parquet,sharpe too low: -0.47018064845018404 < 0.7;sortino too low: -0.3821285792093431 < 1.0;profit_factor too low: 0.9617638112381458 < 1.1;net_to_gross too low: -0.3126733612390119 < 0.6;avg_net_trade_return too low: -1.1865563092783812e-05 < 8e-05;turnover_per_day too high: 2.301872909796975 > 1.0;cost_stress_failed sharpe=-2.4339260203337387
SPRI,FAIL,raw/Indices_parquet/SPRI_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.15248988782599 > 2.5;sharpe too low: 0.21595662475222846 < 0.7;sortino too low: 0.16932935477857688 < 0.9;net_to_gross too low: 0.3832203465344561 < 0.6;avg_net_trade_return too low: 0.00012676003428177998 < 0.0003;turnover_per_day too high: 0.45067207173886153 > 0.2;cost_stress_failed sharpe=-0.13156012811410284
SPRO,FAIL,raw/Indices_parquet/SPRO_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.016705772325667 > 2.5;sortino too low: 0.6380210920931718 < 1.0
SPSPG,FAIL,raw/Indices_parquet/SPSPG_full_1hour.parquet,net_to_gross too low: 0.5696306372334615 < 0.6;avg_net_trade_return too low: 4.947339420084634e-05 < 8e-05;turnover_per_day too high: 1.5790855783647384 > 1.0;cost_stress_failed sharpe=0.39597540865977704
SPSV,FAIL,raw/Indices_parquet/SPSV_full_1hour.parquet,turnover_per_day too high: 1.5754017467865622 > 1.0
SPTMI,FAIL,raw/Indices_parquet/SPTMI_full_1hour.parquet,net_to_gross too low: 0.3958163441931163 < 0.6;avg_net_trade_return too low: 3.6868173321372086e-05 < 8e-05;turnover_per_day too high: 2.749880629946321 > 1.0;cost_stress_failed sharpe=-0.6748753449352677
SPX,PASS,raw/Indices_parquet/SPX_full_1hour.parquet,
SPXPG,FAIL,raw/Indices_parquet/SPXPG_full_1hour.parquet,net_to_gross too low: 0.587061644272255 < 0.6;avg_net_trade_return too low: 4.0016330056649517e-05 < 8e-05;cost_stress_failed sharpe=0.3859865458520795
UKX,FAIL,raw/Indices_parquet/UKX_full_1hour.parquet,turnover_per_day too high: 2.8157729734784875 > 1.0
USDBRL,FAIL,raw/FX_parquet/USDBRL_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCAD,FAIL,raw/FX_parquet/USDCAD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCHF,FAIL,raw/FX_parquet/USDCHF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDCNH,FAIL,raw/FX_parquet/USDCNH_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDDKK,MISSING_PARQUET,,
USDHKD,FAIL,raw/FX_parquet/USDHKD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDHUF,FAIL,raw/FX_parquet/USDHUF_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDILS,FAIL,raw/FX_parquet/USDILS_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDINR,FAIL,raw/FX_parquet/USDINR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDJPY,FAIL,raw/FX_parquet/USDJPY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDMXN,FAIL,raw/FX_parquet/USDMXN_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDOLLAR,MISSING_PARQUET,,
USDSGD,FAIL,raw/FX_parquet/USDSGD_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDTHB,FAIL,raw/FX_parquet/USDTHB_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDTRY,FAIL,raw/FX_parquet/USDTRY_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
USDZAR,FAIL,raw/FX_parquet/USDZAR_1H.parquet,data_load_failed: fx_g1:invalid_1h_data: median_spacing=86400.0 p90_spacing=172800.0
UTIL,PASS,raw/Indices_parquet/UTIL_full_1hour.parquet,
UTY,FAIL,raw/Indices_parquet/UTY_full_1hour.parquet,turnover_per_day too high: 1.0777285230963198 > 1.0
VXTH,FAIL,raw/Indices_parquet/VXTH_full_1hour.parquet,sharpe too low: -0.8078784321892657 < 0.7;sortino too low: -0.49489099445099327 < 1.0;profit_factor too low: 0.9179678402217953 < 1.1;net_to_gross too low: -2.7979913552520284 < 0.6;avg_net_trade_return too low: -3.628876687213925e-05 < 8e-05;turnover_per_day too high: 2.034882634695873 > 1.0;cost_stress_failed sharpe=-1.899185511678861
W5000,FAIL,raw/Indices_parquet/W5000_full_1hour.parquet,turnover_per_day too high: 2.4411332188384005 > 1.0
WPUT,FAIL,raw/Indices_parquet/WPUT_full_1hour.parquet,net_to_gross too low: 0.5959336683056723 < 0.6;turnover_per_day too high: 3.93726109969546 > 1.0
XAX,FAIL,raw/Indices_parquet/XAX_full_1hour.parquet,sortino too low: 0.5192906190206985 < 1.0;profit_factor too low: 1.0709854864398074 < 1.1;net_to_gross too low: 0.3640093766636928 < 0.6;avg_net_trade_return too low: 2.776053011153648e-05 < 8e-05;turnover_per_day too high: 2.1652251877585753 > 1.0;cost_stress_failed sharpe=-0.5553265319812858
XDA,FAIL,raw/Indices_parquet/XDA_full_1hour.parquet,sharpe too low: -0.606124129866762 < 0.7;sortino too low: -0.3531602045358874 < 1.0;profit_factor too low: 0.9457262482947303 < 1.1;net_to_gross too low: -2.440514032198519 < 0.6;avg_net_trade_return too low: -1.9014311468038428e-05 < 8e-05;cost_stress_failed sharpe=-1.45470858318062
XDB,FAIL,raw/Indices_parquet/XDB_full_1hour.parquet,sharpe too low: -0.9999961131244258 < 0.7;sortino too low: -0.579772686327008 < 1.0;profit_factor too low: 0.893298967503747 < 1.1;avg_net_trade_return too low: -4.4192934385304095e-05 < 8e-05;turnover_per_day too high: 1.9244632728203064 > 1.0;cost_stress_failed sharpe=-1.97746134309805
XEO,PASS,raw/Indices_parquet/XEO_full_1hour.parquet,
XMI,FAIL,raw/Indices_parquet/XMI_full_1hour.parquet,avg_net_trade_return too low: 7.070355635711801e-05 < 8e-05;turnover_per_day too high: 1.1120311867290469 > 1.0
XNDX,FAIL,raw/Indices_parquet/XNDX_full_1hour.parquet,net_to_gross too low: 0.47267398353628876 < 0.6;avg_net_trade_return too low: 6.699524148801039e-05 < 8e-05;turnover_per_day too high: 3.9517702053249604 > 1.0;cost_stress_failed sharpe=-0.30153920063844303
XSP,FAIL,raw/Indices_parquet/XSP_full_1hour.parquet,avg_net_trade_return too low: 5.395734540775521e-05 < 8e-05
XSR,FAIL,raw/Indices_parquet/XSR_full_1hour.parquet,tail_kill_switch: cvar_95_over_daily_vol 4.654073704911044 > 2.5;sortino too low: 0.6286999947225043 < 0.9
