iter	Logloss
336	0.1706479454
337	0.1698167801
338	0.1690555191
339	0.1684433746
340	0.1677074051
341	0.1674085617
342	0.1667605209
343	0.1660006905
344	0.165540657
345	0.1646421432
346	0.1643482208
347	0.1637708282
348	0.1635539818
349	0.1632383919
350	0.1617653656
351	0.1606207657
352	0.1594304943
353	0.1583802986
354	0.15789505
355	0.1577319908
356	0.1572597504
357	0.1562958336
358	0.1555274582
359	0.155333271
360	0.1541810608
361	0.1536399746
362	0.1528505421
363	0.1517770767
364	0.1510729122
365	0.1506338501
366	0.1499459553
367	0.1490372372
368	0.1485843658
369	0.1476752281
370	0.1466935539
371	0.1461717415
372	0.1452565575
373	0.1444550705
374	0.1438301277
375	0.1433351707
376	0.1426440811
377	0.1418892479
378	0.1415619946
379	0.1407345486
380	0.1401418877
381	0.1399683475
382	0.1391196728
383	0.1381186008
384	0.137755661
385	0.1370106125
386	0.1363120079
387	0.1360834885
388	0.1356550789
389	0.1355099487
390	0.1347741222
391	0.1342213821
392	0.134065485
393	0.1333709526
394	0.1325984287
395	0.1320264244
396	0.1315047836
397	0.1313967323
398	0.1312744522
399	0.1301472378
400	0.1297923088
401	0.1293703651
402	0.1288156128
403	0.1281370163
404	0.1271840668
405	0.1266406727
406	0.1256748962
407	0.1251118565
408	0.1244680977
409	0.1238463783
410	0.1235857964
411	0.1232085228
412	0.1224304008
413	0.1222669697
414	0.1215734005
415	0.1209544849
416	0.1207834911
417	0.1203700161
418	0.1202258682
419	0.1195496941
420	0.118458519
421	0.1180843067
422	0.1175222206
423	0.1168845463
424	0.1164443874
425	0.1159377956
426	0.1155700111
427	0.1149432373
428	0.1147940636
429	0.1144369984
430	0.1140824127
431	0.1139439678
432	0.1135795021
433	0.1133344841
434	0.113193512
435	0.1126192474
436	0.1121877289
437	0.1115316963
438	0.1114206505
439	0.1111022568
440	0.1105906105
441	0.1102868938
442	0.109752779
443	0.1091196156
444	0.1085834122
445	0.1077692223
446	0.1069956398
447	0.1068055534
448	0.1063893127
449	0.1061333656
450	0.1058702278
451	0.1054929066
452	0.1053630829
453	0.1048072052
454	0.1046121597
455	0.1044846535
456	0.1039117336
457	0.1033914089
458	0.1028749084
459	0.1021706295
460	0.1015025139
461	0.101384716
462	0.1012781525
463	0.1011023808
464	0.1004117393
465	0.09974791527
466	0.09961708069
467	0.09907211304
468	0.09867963791
469	0.09847940445
470	0.09793949127
471	0.0978325367
472	0.09714590073
473	0.09707102776
474	0.09646837234
475	0.09578960419
476	0.09560718536
477	0.09513494492
478	0.09462043762
479	0.09420654297
480	0.0939908123
481	0.09391414642
482	0.0935174942
483	0.09343050957
484	0.09294438362
485	0.09245391846
486	0.09194379807
487	0.09152003288
488	0.09101020813
489	0.09090274811
490	0.09074530602
491	0.0905354023
492	0.09036592484
493	0.09000610352
494	0.08976993561
495	0.08920889854
496	0.08895554543
497	0.08877155304
498	0.08851018906
499	0.08805680275
500	0.08797433853
501	0.08748540878
502	0.08706764221
503	0.08675785065
504	0.08646055222
505	0.08597266197
506	0.08560144424
507	0.08551737785
508	0.08492004395
509	0.08474725723
510	0.08463342667
511	0.08456928253
512	0.08433113098
513	0.08403363228
514	0.08364240646
515	0.08350772858
516	0.08320495605
517	0.08294620514
518	0.08276670456
519	0.08240357399
520	0.08228805542
521	0.08184679031
522	0.08155382156
523	0.08150793076
524	0.08108104706
525	0.08090492249
526	0.08061925888
527	0.08056647301
528	0.08046117783
529	0.08020456314
530	0.08006274223
531	0.07999278069
532	0.07975602627
533	0.07936770916
534	0.07912660122
535	0.07891812801
536	0.07858105183
537	0.07839119911
538	0.07809817791
539	0.07795180321
540	0.07766948223
541	0.07727708817
542	0.07695502281
543	0.07671489239
544	0.07646502495
545	0.07615232944
546	0.07608829021
547	0.07583664894
548	0.0756801796
549	0.07537572384
550	0.07503120422
551	0.07487240791
552	0.0744987154
553	0.07444690228
554	0.07410423279
555	0.07402061939
556	0.07360577583
557	0.07329281807
558	0.07325461388
559	0.07257516861
560	0.07251447201
561	0.07226984978
562	0.07198204994
563	0.07183507919
564	0.07145041466
565	0.07124035358
566	0.07097080708
567	0.07084328651
568	0.07079706192
569	0.07060298443
570	0.07030240059
571	0.07011536598
572	0.07001560211
573	0.06969322205
574	0.06949604988
575	0.06943310738
576	0.06910899162
577	0.06882799625
578	0.06857138634
579	0.0682865572
580	0.06824808121
581	0.0680148983
582	0.06789843559
583	0.06762196541
584	0.06729658127
585	0.06704017639
586	0.06697584152
587	0.06669392109
588	0.06650589943
589	0.06630661488
590	0.06613040924
591	0.06586700916
592	0.06561385155
593	0.06527238369
594	0.06492260456
595	0.06459569931
596	0.06447381973
597	0.0642924118
598	0.06406144142
599	0.06378367424
600	0.06354924202
601	0.06328298569
602	0.0632259798
603	0.06304907799
604	0.0630055809
605	0.06294604778
606	0.06270930767
607	0.06251337051
608	0.06228942871
609	0.06204764366
610	0.06200428486
611	0.06179646492
612	0.06152732849
613	0.061378088
614	0.06109910011
615	0.0607913208
616	0.06059990883
617	0.06055667877
618	0.06032937527
619	0.06006600857
620	0.06002629757
621	0.05997012138
622	0.05981380463
623	0.05960659027
624	0.05959170341
625	0.05954951763
626	0.05935101509
627	0.05911596298
628	0.05892953873
629	0.05875966072
630	0.05865288258
631	0.05858386993
632	0.05851484299
633	0.05849451542
634	0.05829568863
635	0.05815354824
636	0.05798373699
637	0.05776309013
638	0.05768410683
639	0.05764971733
640	0.05752924442
641	0.05735495567
642	0.05708674431
643	0.05687024117
644	0.05667625427
645	0.05655145645
646	0.0562341404
647	0.05617992401
648	0.05613622189
649	0.0560021019
650	0.05580134392
651	0.05565359592
652	0.0553708744
653	0.05523290157
654	0.05501229763
655	0.05483164787
656	0.05467504978
657	0.05445696831
658	0.05418141365
659	0.05414999008
660	0.05401409149
661	0.05375707626
662	0.05352187157
663	0.05331576347
664	0.05327486515
665	0.05305422306
666	0.05302248955
667	0.05289212227
668	0.0526995945
669	0.05256004333
670	0.05234156609
671	0.05209160805
672	0.05198837757
673	0.05175415039
674	0.05164136887
675	0.05158076286
676	0.05152439594
677	0.0514817667
678	0.05143828869
679	0.0513298893
680	0.05106202126
681	0.05086645126
682	0.05081398964
683	0.05067761898
684	0.05058130264
685	0.05041835785
686	0.05029112816
687	0.05012118816
688	0.04994333744
689	0.04978193283
690	0.04958033085
691	0.04943079948
692	0.04927179813
693	0.04919369698
694	0.04908960342
695	0.0490496397
696	0.0489944458
697	0.04887354374
698	0.04872756958
699	0.04851614952
700	0.04838442802
701	0.04825424194
702	0.0482219553
703	0.04809270859
704	0.047904706
705	0.04787862301
706	0.04773757458
707	0.04765748024
708	0.04755818367
709	0.04739820957
710	0.04737657547
711	0.04723029137
712	0.04712438583
713	0.04704304695
714	0.04681206226
715	0.04670585155
716	0.04663244724
717	0.04660131931
718	0.04642204285
719	0.04637125969
720	0.0462088728
721	0.04603439808
722	0.04588104248
723	0.04577365398
724	0.04558558464
725	0.04550900459
726	0.04545608997
727	0.0452462244
728	0.04522546291
729	0.04507847786
730	0.04504401684
731	0.044852705
732	0.04473268986
733	0.04465378761
734	0.04453195572
735	0.04443479538
736	0.04435680389
737	0.04430243492
738	0.04427805901
739	0.04423265457
740	0.0440252018
741	0.04396004677
742	0.04378764153
743	0.04360992432
744	0.04359056473
745	0.04357614994
746	0.04348361015
747	0.04337264538
748	0.04335021019
749	0.043330369
750	0.043206563
751	0.04314466953
752	0.04299701691
753	0.0429817915
754	0.04285446167
755	0.04274822712
756	0.04263161659
757	0.04248331547
758	0.04235381126
759	0.04220468521
760	0.0420651722
761	0.04192846298
762	0.04180003166
763	0.04165212631
764	0.04149050713
765	0.04138968468
766	0.04129405975
767	0.04116792679
768	0.04111130238
769	0.04089737415
770	0.04082073689
771	0.04079958916
772	0.04064552307
773	0.04046628952
774	0.04045342445
775	0.04041894913
776	0.04030602455
777	0.04020284176
778	0.04012992859
779	0.04005466461
780	0.03998121262
781	0.03987217426
782	0.03982064724
783	0.03975643396
784	0.03959228039
785	0.03951043844
786	0.03940756321
787	0.03939189196
788	0.03937556267
789	0.03923348427
790	0.03913822889
791	0.03905456066
792	0.03903989077
793	0.03900470734
794	0.03884004831
795	0.03878847599
796	0.03867233038
797	0.0385709691
798	0.03842666864
799	0.03832006454
800	0.03820675373
801	0.03819547653
802	0.03808610916
803	0.03795638323
804	0.03789753914
805	0.03780812502
806	0.03777767897
807	0.03764267921
808	0.03752639532
809	0.03748888969
810	0.03747554779
811	0.03735089779
812	0.03731838226
813	0.03730814934
814	0.03720526934
815	0.03707814693
816	0.03694936991
817	0.03692118168
818	0.03680981398
819	0.03679558992
820	0.03666612625
821	0.03656549931
822	0.03654316902
823	0.03645896673
824	0.0363658905
825	0.03627188206
826	0.03619520664
827	0.0361778903
828	0.03610290766
829	0.03607116461
830	0.03596521854
831	0.03584148407
832	0.03581395149
833	0.0357492137
834	0.03561534882
835	0.03548521757
836	0.03546216011
837	0.0353827858
838	0.03528398991
839	0.03516457081
840	0.03505818605
841	0.03499223948
842	0.03493170977
843	0.03482114553
844	0.03476730585
845	0.03475244999
846	0.03466700554
847	0.03454159498
848	0.03452105522
849	0.03441272259
850	0.03432631731
851	0.03421453476
852	0.03412561893
853	0.03406003237
854	0.03400250673
855	0.03395551682
856	0.03393635273
857	0.03385044098
858	0.03374158144
859	0.0336981535
860	0.03362528086
861	0.03355323792
862	0.03348536968
863	0.03336328983
864	0.03328370333
865	0.03322613239
866	0.03314599514
867	0.03308385849
868	0.0329898119
869	0.03294012547
870	0.03286580324
871	0.03278532028
872	0.03269146442
873	0.03267349482
874	0.03264861822
875	0.03254427433
876	0.03251218081
877	0.03239172935
878	0.03228223801
879	0.03220350742
880	0.0321802783
881	0.03212899685
882	0.03211226463
883	0.0320763588
884	0.03206559896
885	0.03197371721
886	0.03192399263
887	0.03184229851
888	0.03179690838
889	0.03172789812
890	0.03167865992
891	0.03158827543
892	0.03157554865
893	0.03155179977
894	0.03144521713
895	0.03136732578
896	0.03134113789
897	0.03125041485
898	0.03115826845
899	0.03109593391
900	0.03107809067
901	0.03100523949
902	0.03093865633
903	0.03089318752
904	0.03083340168
905	0.03079343796
906	0.03077975988
907	0.0306959486
908	0.0306724596
909	0.03066235542
910	0.03064575195
911	0.0306185174
912	0.03055621862
913	0.03054510117
914	0.03053348064
915	0.03051576138
916	0.03046504498
917	0.03039700985
918	0.03028141975
919	0.03021142483
920	0.03017098665
921	0.03014614582
922	0.03007585764
923	0.02999133587
924	0.02994367123
925	0.02991995811
926	0.02982231617
927	0.02981143951
928	0.02973340511
929	0.02965278625
930	0.02962361336
931	0.02960637569
932	0.02959392548
933	0.02952291965
934	0.02946406841
935	0.02942775488
936	0.02935216427
937	0.02924155951
938	0.02917161465
939	0.02912405729
940	0.02908398867
941	0.02903892517
942	0.02901471138
943	0.02894750595
944	0.02889547348
945	0.0288586235
946	0.02881631374
947	0.02878764868
948	0.02875672817
949	0.02872545242
950	0.02866024494
951	0.02864292145
952	0.02852090836
953	0.02850863457
954	0.02850064754
955	0.02845882893
956	0.02839389801
957	0.02830631018
958	0.02826678038
959	0.02819104195
960	0.02812898636
961	0.02806406736
962	0.02798298359
963	0.02796496868
964	0.02788643122
965	0.02782220602
966	0.02780815601
967	0.02773517132
968	0.02767749786
969	0.02762804508
970	0.02759040833
971	0.02750946999
972	0.02748901606
973	0.02740709305
974	0.02736960888
975	0.02730418205
976	0.02722184658
977	0.02716524601
978	0.02710623741
979	0.0270591116
980	0.02698257446
981	0.0269740057
982	0.02694481373
983	0.02690505028
984	0.02684081078
985	0.02677813768
986	0.02674734116
987	0.02668169737
988	0.02666061878
989	0.02659805298
990	0.026556952
991	0.02654671907
992	0.0264663434
993	0.02643154621
994	0.0263847661
995	0.02631065845
996	0.02628383636
997	0.02622096539
998	0.02613320112
999	0.02610426188
